PERIOD,START DATE,END DATE,GROSS SALES (NOT INCLUDING REST RELIEF FEE),NET SALES (NOT INCLUDING REST RELIEF FEE),ADJ Net Sales (Sales factoring in UE Payout),UE ADJUSTMENTS (Neg means that we owe UE) ,ADJ ADJ Net Sales (Adj NetSales factoring what UE owes),RP UE AD SPEND,PP UE AD SPEND,NEW NET ADJ SALES,PRIME COST %,LAST YEAR NET,NOI,NOI %,Q2 NET SALES ESTIMATE ($),NET SALES VARIANCE ($),Q2 PROFIT ESTIMATE ($),PROFIT VARIANCE ($),COGS $,COGS %,Last Year Customer Count,Per Person Average,Restaurant Relief Fee,WEEKLY SALARIES,HOURLY WAGES,TIP MAKE UP,Tips,LABOR $ W/ BENEFITS,LABOR %,ADJ ADJ LABOR %,COG% (Adj),EXPENSES,EXPENSES %,TOTAL GUEST COUNT,FIRST PARTY ORDER COUNT,FIRST PARTY SALES,FIRST PARTY CHECK AVE,% FIRST PARTY SALES,EZCater,ON SALES 1AM-9AM,UE ORDER COUNT,UE SALES,UE AVE CHECK,UBER EATS TOTAL PAYOUT,UE Adjustmts,FREE PROMO ORDER COUNT (RP+PP),% FREE PROMO (RP+PP),UE ORDERS (RP),UE RP SALES,FREE PROMO ORDER COUNT (RP),FREE PROMO % (RP),Sate & Chili,DJ STRAW,DJ MANGO,RP PAYOUT,UE RP Promos,UE RP Mkt Paid,UE RP Ad Credits Paid,Other RP Payments if Any,UE RP Adj (Negative means we owe),UE ORDERS (PP),PHO PLAY SALES,FREE ITEM PROMO (PP),FREE ITEM PROMO (PP),Sate & Chili,DJ STRAW,DJ MANGO,PHO PLAY PAYOUT,UE PP Promos,UE PP Mkt Paid,UE PP Ad Credits Paid,Other Payments PP (If Any),UE PP Adj (Negative means we owe),FOOD COST %,BEV COST %,STAFFING LEVEL,NPS,# NPS Responses,SECRET SHOPPER,FOH HoN,# RESPONSES,BOH HoN,# RESPONSES,FOH Jolt,BOH Jolt,Health Inspection,In-Store Inspection,PROFIT from QBO,,Revenue Per Labor Hour,Dine-In Sales,Takeout + DD Delivery Sales,Catering Sales,Third Party Sales,JOLT CHECKLIST,Third Party Sales (After Fees),Late Night Sales,Toast Payroll Actual Labor,NOTES,,,Fixed Costs,Time Period,Weekly Cost,2019 Actual,Updated?,Notes
,6/15/26,6/21/26,,,,,,,,"$135,938.35",72.11%,,,,,,,,"52,038",38.28%,,,,"11,628","31,568",,"$1,383.25","45,993",33.83%,#DIV/0!,-,24000.00,342.53%,"3,245","1,139",28308,$24.85,21%,"$1,390.47","17,341","2,106","179,790",85.37,"$86,787.01","-$7,311",935,44.40%,1465,"$127,678",653,44.57%,204,199,250,"$86,787.01","$95,863.42","$25,010.42","$6,630.63","$23,602.00","-$7,311",641,"$52,111",282,43.99%,82,75,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/8/26,6/14/26,,,,,,,,"$147,811.36",56.37%,,,,,,,,"39,685",26.85%,,,,"11,628","29,430",,"$1,383.25","43,642",29.53%,#DIV/0!,-,24000.00,342.53%,"3,564","1,254",26429,$21.08,18%,$732.75,"19,261","2,310","197,530",85.51,"$86,787.01","-$7,311","1,087",47.06%,1544,"$134,277",729,47.22%,218,210,301,"$86,787.01","$95,863.42","$25,010.42","$6,630.63","$23,602.00","-$7,311",766,"$63,252",358,46.74%,79,130,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/1/26,6/7/26,,,,,,,,"$135,338.87",63.73%,,,,,,,,"43,448",32.10%,,,,"11,628","28,667",,"$1,383.25","42,802",31.63%,#DIV/0!,-,24000.00,342.53%,"3,451","1,236",28110,$22.74,21%,"$1,692.85","16,068","2,215","181,556",81.97,"$86,787.01","-$7,311",921,41.58%,1488,"$123,865",627,42.14%,170,188,269,"$86,787.01","$95,863.42","$25,010.42","$6,630.63","$23,602.00","-$7,311",727,"$57,690",294,40.44%,83,90,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/25/26,5/31/26,,,,,,,,"$146,828.40",54.27%,,,,,,,,"37,470",25.52%,,,,"11,628","28,136",,"$1,383.25","42,219",28.75%,#DIV/0!,-,24000.00,342.53%,"3,500","1,183",26583,$22.47,18%,$569.86,"19,356","2,317","201,014",86.76,"$86,787.01","-$7,311",987,42.60%,1603,"$141,160",698,43.54%,219,191,288,"$86,787.01","$95,863.42","$25,010.42","$6,630.63","$23,602.00","-$7,311",714,"$59,855",289,40.48%,85,90,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/18/26,5/24/26,,,,,,,,"$149,312.67",59.81%,,,,,,,,"49,295",33.01%,,,,"11,628","26,125",,"$1,383.25","40,007",26.79%,#DIV/0!,-,24000.00,342.53%,"3,431","1,181",27117,$22.96,18%,"$1,565.96","14,776","2,250","193,295",85.91,"$86,787.01","-$7,311","1,006",44.71%,1573,"$135,066",701,44.56%,208,191,302,"$86,787.01","$95,863.42","$25,010.42","$6,630.63","$23,602.00","-$7,311",677,"$58,230",305,45.05%,103,94,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/11/26,5/17/26,,,,,,,,"$157,729.70",55.71%,,,,,,,,"45,401",28.78%,,,,"11,614","28,383",,"$1,383.25","42,475",26.93%,#DIV/0!,-,24000.00,342.53%,"3,735","1,318",31284,$23.74,20%,"$1,893.02","19,449","2,417","202,996",83.99,"$86,787.01","-$7,311","1,046",43.28%,1484,"$123,744",616,41.51%,177,176,263,"$86,787.01","$95,863.42","$25,010.42","$6,630.63","$23,602.00","-$7,311",933,"$79,252",430,46.09%,140,140,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/4/26,5/10/26,,,,,,,,"$150,937.58",56.22%,#REF!," $ (108,852.03)",,,,,,"42,087",27.88%,,,,"11,614","28,646",,"$1,383.25","42,765",28.33%,#DIV/0!,-,24000.00,342.53%,"3,648","1,184",26796,$22.63,18%,$59.05,"19,807","2,464","206,135",83.66,"$86,787.01","-$7,311","1,025",41.60%,1581,"$135,569",666,42.13%,201,181,284,"$86,787.01","$95,863.42","$25,010.42","$6,630.63","$23,602.00","-$7,311",883,"$70,566",359,40.66%,85,105,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/27/26,5/3/26,,231727.89,,,,,,"$152,594.75",61.73%,#REF!," $ (118,202.73)",,,,,,"50,936",33.38%,,,,"11,614","29,103",,"$1,383.25","43,267",28.35%,#DIV/0!,-,24000.00,342.53%,"3,719","1,248",29345,$23.51,19%,$206.66,"18,314","2,471","202,643",82.01,"$86,787.01","-$7,311",996,40.31%,1662,"$137,380",650,39.11%,189,281,180,"$86,787.01","$95,863.42","$25,010.42","$6,630.63","$23,602.00","-$7,311",809,"$65,262",346,42.77%,105,125,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/20/26,4/26/26,,231676.19,,,,,,"$152,581.07",57.90%,#REF!," $ (112,337.98)",,,,,,"46,469",30.46%,,,,"11,614","27,832",,"$1,383.25","41,869",27.44%,#DIV/0!,-,24000.00,342.53%,"3,676","1,251",29904,$23.90,20%,"$1,825.62","16,272","2,425","201,611",83.14,"$86,787.01","-$7,311","1,011",41.69%,1594,"$132,290",649,40.72%,199,176,274,"$86,787.01","$95,863.42","$25,010.42","$6,630.63","$23,602.00","-$7,311",831,"$69,321",362,43.56%,126,113,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/13/26,4/19/26,,219686.27,,,,,,"$144,113.06",64.22%,#REF!," $ (116,552.00)",,,,,,"51,212",35.54%,,,,"11,614","27,351",,"$1,383.25","41,340",28.69%,#DIV/0!,-,24000.00,342.53%,"3,533","1,187",27530,$23.19,19%,$566.18,"18,358","2,346","194,286",82.82,"$86,787.01","-$7,311",971,41.39%,1686,"$139,710",685,40.63%,193,203,289,"$86,787.01","$95,863.42","$25,010.42","$6,630.63","$23,602.00","-$7,311",660,"$54,577",286,43.33%,79,101,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/6/26,4/12/26,,172683.06,,,,,,"$115,603.28",64.17%,#REF!," $ (98,179.55)",,,,,,"36,148",31.27%,,,,"11,614","24,343",,"$1,383.25","38,031",32.90%,#DIV/0!,-,24000.00,342.53%,"2,812","1,029",22719,$22.08,20%,"$1,110.15","8,561","1,783","147,472",82.71,"$86,787.01","-$7,311",785,44.03%,1276,"$108,197",567,44.44%,148,160,259,"$86,787.01","$95,863.42","$25,010.42","$6,630.63","$23,602.00","-$7,311",507,"$39,276",218,43.00%,67,70,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/30/26,4/5/26,,212279.73,,,,,,"$142,939.59",66.38%,#REF!," $ (118,876.44)",,,,,,"52,652",36.84%,,,,"11,348","28,421",,"$1,383.25","42,224",29.54%,#DIV/0!,-,24000.00,342.53%,"3,756","1,360",32125,$23.62,22%,"$2,455.25","15,114","2,396","179,702",75.00,"$86,787.01","-$7,311",955,39.86%,1778,"$132,175",685,38.53%,197,201,287,"$86,787.01","$95,863.42","$25,010.42","$6,630.63","$23,602.00","-$7,311",618,"$47,527",270,43.69%,84,85,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/23/26,3/29/26,,225784.39,,,,,,"$150,345.56",50.90%,#REF!," $ (100,528.95)",,,,,,"34,588",23.01%,,,,"11,348","28,164",,"$1,383.25","41,941",27.90%,#DIV/0!,-,24000.00,342.53%,"3,983","1,238",29399,$23.75,20%,"$4,942.30","15,892","2,745","198,789",72.42,"$86,787.01","-$7,311","1,036",37.74%,2023,"$139,836",720,35.59%,197,190,333,"$86,787.01","$95,863.42","$25,010.42","$6,630.63","$23,602.00","-$7,311",722,"$58,953",316,43.77%,95,121,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/16/26,3/22/26,,227642.37,,,,,,"$151,273.24",58.46%,#REF!," $ (112,433.09)",,,,,,"45,015",29.76%,,,,"11,514","29,340",,"$1,383.25","43,418",28.70%,#DIV/0!,-,24000.00,342.53%,"3,932","1,315",29575,$22.49,20%,,"16,231","2,617","198,393",75.81,"$86,787.01","-$7,311","1,118",42.72%,1901,"$140,700",793,41.71%,212,239,342,"$86,787.01","$95,863.42","$25,010.42","$6,630.63","$23,602.00","-$7,311",716,"$57,693",325,45.39%,87,97,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/9/26,3/15/26,,210326.87,,,,,,"$139,815.07",65.30%,#REF!," $ (115,294.66)",,,,,,"49,415",35.34%,,,,"11,514","27,941",,"$1,383.25","41,880",29.95%,#DIV/0!,-,24000.00,342.53%,"3,649","1,157",26421,$22.84,19%,,"14,974","2,492","183,641",73.69,"$86,787.01","-$7,311",951,38.16%,1910,"$138,224",712,37.28%,214,193,305,"$86,787.01","$95,863.42","$25,010.42","$6,630.63","$23,602.00","-$7,311",582,"$45,417",239,41.07%,60,90,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/2/26,3/8/26,,220478.43,,,,,,"$146,200.96",53.82%,#REF!," $ (102,692.02)",,,,,,"35,036",23.96%,,,,"12,238","28,833",,"$1,383.25","43,656",29.86%,#DIV/0!,-,24000.00,342.53%,"3,717","1,177",26798,$22.77,18%,,"14,982","2,540","191,567",75.42,"$86,787.01","-$7,311","1,095",43.11%,1922,"$139,787",784,40.79%,229,241,314,"$86,787.01","$95,863.42","$25,010.42","$6,630.63","$23,602.00","-$7,311",618,"$51,780",311,50.32%,93,108,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,2/23/26,3/1/26,,219858.85,,,,,,"$142,919.84",67.37%,#REF!," $ (120,287.99)",,,,,,"54,046",37.82%,,,,"12,238","27,547",,"$1,383.25","42,242",29.56%,#DIV/0!,-,24000.00,342.53%,"3,581","1,008",21984,$21.81,15%,,"11,963","2,573","197,398",76.72,"$86,787.01","-$7,311","1,177",45.74%,1968,"$148,877",856,43.50%,251,234,371,"$86,787.01","$95,863.42","$25,010.42","$6,630.63","$23,602.00","-$7,311",605,"$48,522",321,53.06%,99,98,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/16/26,2/22/26,,223505.07,,,,,,"$145,177.39",66.57%,#REF!," $ (120,644.02)",,,,,,"53,626",36.94%,,,,"12,238","28,253",,"$1,383.25","43,018",29.63%,#DIV/0!,-,24000.00,342.53%,"3,626",956,22521,$23.56,16%,,"15,692","2,670","202,448",75.82,"$86,787.01","-$7,311","1,129",42.28%,1999,"$148,783",811,40.57%,243,229,339,"$86,787.01","$95,863.42","$25,010.42","$6,630.63","$23,602.00","-$7,311",671,"$53,666",318,47.39%,106,104,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/9/26,2/15/26,,234715.58,,,,,,"$153,024.90",55.58%,#REF!," $ (109,044.89)",,,,,,"42,017",27.46%,,,,"12,238","28,261",,"$1,383.25","43,027",28.12%,#DIV/0!,-,24000.00,342.53%,"3,742","1,058",24067,$22.75,16%,,"15,236","2,684","208,972",77.86,"$86,787.01","-$7,311","1,220",45.45%,1941,"$147,126",850,43.79%,237,276,337,"$86,787.01","$95,863.42","$25,010.42","$6,630.63","$23,602.00","-$7,311",743,"$61,846",370,49.80%,127,126,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/2/26,2/8/26,,251439.05,,,,,,"159,581",54.20%,#REF!," $ (110,490.72)",,,,,,"44,738",28.03%,,,,"11,685","27,655",,"$1,383.25","41,752",26.16%,#DIV/0!,-,24000.00,342.53%,"3,733",939,19546,$20.82,12%,,"16,936","2,794","231,935",83.01,"$86,787.01","-$7,311","1,291",46.21%,1947,"$158,626",897,46.07%,295,245,357,"$86,787.01","$95,863.42","$25,010.42","$6,630.63","$23,602.00","-$7,311",847,"$73,308",394,46.52%,112,133,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,1/26/26,2/1/26,,251578.15,,,,,,"160,546",52.62%,#REF!," $ (108,485.95)",,,,,,"44,637",27.80%,,,,"11,685","25,925",,"$1,383.25","39,849",24.82%,#DIV/0!,-,24000.00,342.53%,"3,728",730,15246,$20.89,9%,,"17,768","2,998","233,369",77.84,"$86,787.01","-$7,311","1,369",45.66%,2065,"$156,099",912,44.16%,219,282,411,"$86,787.01","$95,863.42","$25,010.42","$6,630.63","$23,602.00","-$7,311",933,"$77,270",457,48.98%,142,175,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/19/26,1/25/26,,195570.9,,,,,,"123,982",57.93%,#REF!," $ (95,823.34)",,,,,,"32,714",26.39%,,,,"11,685","25,253",,"$1,383.25","39,110",31.54%,#DIV/0!,-,24000.00,342.53%,"3,075",735,16774,$22.82,14%,,"14,275","2,340","184,578",78.88,"$86,787.01","-$7,311","1,047",44.74%,1693,"$129,237",731,43.18%,179,245,307,"$86,787.01","$95,863.42","$25,010.42","$6,630.63","$23,602.00","-$7,311",647,"$55,340",316,48.84%,89,112,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/12/26,1/18/26,249422.4,247853.05,"$140,225","-$9,475.33"," $ 130,749.98 "," $ 18,944.81 ","11,336.00","161,411",56.06%,#REF!," $ 16,264.75 ",,,,,,"44,357",27.48%,,,,"11,685","31,633",,"$1,383.25","46,128",28.58%,35.28%,31.63%,24000.00,342.53%,"3,959","1,039",,,,,"19,082","2,920","224,987",77.05,"$117,359.38","-$9,475","1,232",42.19%,2121,"$159,584",895,42.20%,249,279,367,"$86,787.01","$95,863.42","$25,010.42","$6,630.63","$23,602.00","-$7,311",799,"$65,403",337,42.18%,90,132,115,"$30,572","$40,365","$10,314","$3,968","$8,065","-$2,164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/5/26,1/11/26,237467.91,235837.62,"$141,554","-$20,632.12"," $ 120,921.96 "," $ 20,767.28 ","11,024.52","152,714",56.44%,#REF!," $ 10,727.50 ",,,,,,"41,483",27.16%,,,,"11,685","30,054",,"$1,092.59","44,711",29.28%,36.98%,29.31%,24000.00,342.53%,"3,694",855,,,,,"18,557","2,839","217,681",76.68,"$123,397.42","-$20,632","1,294",45.58%,2045,"$152,960",919,44.94%,237,265,417,"$83,392.39","$93,418.22","$15,838.62","$7,268.50","$32,527.00","-$8,925",794,"$64,721",375,47.23%,114,168,93,"$40,005","$40,923","$8,538","$3,859","$19,772","-$11,707",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1,12/29/25,1/4/26,273619.43,271701.82,"$169,582","-$22,729.16"," $ 146,853.09 "," $ 17,513.16 ","9,802.06","174,168",54.05%,#REF!," $ 28,723.49 ",,,,,,"48,656",27.94%,,,,"11,685","30,669",,"$1,014.83","45,473",26.11%,30.97%,28.69%,24000.00,342.53%,"3,960",854,,,,,"30,223","3,106","253,543",81.63,"$151,423.65","-$22,729","1,577",50.77%,2159,"$172,016","1,090",50.49%,393,265,432,"$104,960.64","$107,443.99","$17,142.90","$6,129.54","$46,765.00","-$16,315",947,"$81,527",487,51.43%,173,142,172,"$46,463","$51,449","$8,308","$3,431","$20,399","-$6,414",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/22/25,12/28/25,192453.25,190588.65,"$79,261","$21,556.50"," $ 100,817.35 "," $ 12,657.44 ","9,219.59","122,694",55.03%,#REF!," $ 9,295.40 ",,,,,,"32,074",26.14%,,,,"10,674","22,399",,$847.45,"35,448",28.89%,35.16%,40.47%,24000.00,342.53%,"2,769",640,,,,,"9,164","2,129","176,028",82.68,"$64,700.55","$21,557","1,106",51.95%,1466,"$119,796",759,51.77%,229,236,294,"$48,179.79","$74,593.13","$12,221.49","$4,430.04","$7,635.51","$13,010",663,"$56,232",347,52.34%,105,125,117,"$16,521","$35,325","$5,889","$3,227",$0,"$8,547",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/15/25,12/21/25,233747.86,231612.83,"$132,275","-$9,412.58"," $ 122,861.98 "," $ 15,387.34 ","13,045.30","151,295",54.84%,#REF!," $ 15,892.97 ",,,,,,"40,830",26.99%,,,,"10,674","29,054",,"$1,420.69","42,139",27.85%,34.30%,30.87%,24000.00,342.53%,"3,823",976,,,,,"17,022","2,847","211,535",74.30,"$112,196.57","-$9,413","1,177",41.34%,1918,"$139,550",814,42.44%,280,307,227,"$78,363.14","$84,295.69","$13,877.46","$5,385.52","$29,748.00","-$6,863",929,"$71,985",363,39.07%,146,92,125,"$33,833","$43,813","$7,002","$4,566","$12,888","-$2,549",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/8/25,12/14/25,240330.28,237987.12,"$138,301",$726.72," $ 139,027.50 "," $ 11,096.21 ","8,957.29","159,064",54.32%,#REF!," $ 28,631.98 ",,,,,,"42,592",26.78%,,,,"10,674","30,474",,"$1,327.47","43,803",27.54%,31.51%,30.80%,24000.00,342.53%,"4,094","1,115",,,,,"21,232","2,979","213,037",71.51,"$113,350.81",$727,"1,031",34.61%,1974,"$137,658",701,35.51%,185,201,315,"$76,525.04","$79,581.59","$13,021.44","$3,883.62","$23,266.00",-$380,"1,005","$75,380",330,32.84%,100,107,123,"$36,826","$44,694","$7,282","$3,135","$10,823","$1,107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P13,12/1/25,12/7/25,"212,608.62","209,776.62","$116,261","$8,589.76"," $ 124,850.75 "," $ 9,898.08 ","5,805.93","140,535",54.44%,#REF!," $ 24,346.92 ",,,,,,"36,780",26.17%,,,,"10,674","26,763",,"$1,324.63","39,724",28.27%,31.82%,31.64%,24000.00,342.53%,"3,748","1,170",,,,,,"2,578","186,533",72.36,"$93,017.13","$8,590",932,36.15%,1804,"$127,485",664,36.81%,,,,"$65,077.97","$74,848.42","$12,407.79","$3,464.30","$15,978.94","$5,573",774,"$59,048",268,34.63%,,,,"$27,939","$35,512","$5,623","$2,032","$7,084","$3,017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/24/25,11/30/25,"159,216.78","157,474.55","$93,109","-$3,203.60"," $ 89,905.28 "," $ 8,773.82 ","4,571.57","103,251",58.74%,#REF!," $ 5,251.45 ",,,,,,"25,489",24.69%,,,,"10,674","22,169",,$874.42,"35,165",34.06%,39.11%,27.38%,24000.00,342.53%,"2,503",699,,,,,,"1,804","142,538",79.01,"$78,172.19","-$3,204",813,45.07%,1284,"$98,631",571,44.47%,,,,"$56,581.46","$59,501.33","$9,981.55","$3,790.18","$20,000.00","-$4,021",520,"$43,907",242,46.54%,,,,"$21,591","$26,999","$4,450","$1,965","$6,266",$817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/17/25,11/23/25,"200,216.68","198,096.06","$138,331","-$30,111.78"," $ 108,218.75 "," $ 13,936.13 ","8,970.31","131,125",56.54%,#REF!," $ 10,085.09 ",,,,,,"34,170",26.06%,,,,"10,674","26,906",,"$1,250.06","39,963",30.48%,36.93%,24.70%,24000.00,342.53%,,"-2,358",,,,,,"2,358","177,586",75.31,"$117,820.40","-$30,112",1019,43.21%,1701,"$126,306",722,42.45%,,,,"$88,765.43","$75,713.76","$12,974.91","$6,549.92","$41,973.45","-$23,641",657,"$51,280",297,45.21%,,,,"$29,055","$31,651","$5,343","$4,216","$12,737","-$6,470",,,,,,,,,,,,,,,,,,,,,,,,,,increased Sebastian & Elmer's salary effective 11/17,,,,,,,,
,11/10/25,11/16/25,"211,638.07","209,309.99","$128,892","-$11,107.53"," $ 117,784.03 "," $ 12,284.64 ","9,130.19","139,124",54.65%,#REF!," $ 17,746.68 ",,,,,,"36,219",26.03%,,,,"10,332","26,961",,"$1,093.46","39,819",28.62%,33.81%,28.10%,24000.00,342.53%,"3,373",881,,,,,,"2,492","190,744",76.54,"$110,326.03","-$11,108",1037,41.61%,1679,"$126,979",731,43.54%,,,,"$79,601.38","$75,691.97","$5,098.80","$5,773.74","$38,170.91","-$11,197",813,"$63,766",306,37.64%,,,,"$30,725","$38,558","$2,251","$4,291","$12,647",$90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P12,11/3/25,11/9/25,"194,098.23","191,260.33","$113,561","-$6,477.43"," $ 107,083.61 "," $ 11,167.82 ","11,177.73","129,429",51.37%,#REF!," $ 16,598.04 ",,,,,,"32,759",25.31%,,,,"10,332","21,748",,"$1,419.05","33,726",26.06%,31.50%,28.85%,24000.00,342.53%,"3,373","1,116",,,,,,"2,257","171,190",75.85,"$93,490.53","-$6,477",960,42.53%,1507,"$111,771",661,43.86%,,,,"$62,947.24","$66,839.47",$0.00,"$5,248.83","$30,599.95","-$2,429",750,"$59,419",299,39.87%,,,,"$30,543","$35,801",$0,"$5,253","$16,695","-$4,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/27/25,11/2/25,"$201,233.67","198,141.63","$80,523","$30,344.52"," $ 110,867.28 "," $ 11,044.29 ","11,673.96","128,524",53.68%,#REF!," $ 17,876.28 ",,,,,,"33,973",26.43%,,,,"10,332","22,521",,"$1,018.62","35,018",27.25%,31.59%,42.19%,24000.00,342.53%,"3,373",878,,,,,,"2,495","179,693",72.02,"$62,073.69","$30,345",854,34.23%,1485,"$105,247",483,32.53%,,,,"$38,915.36","$59,850.13","$6,274.62","$5,190.75",$0.00,"$18,460","1,010","$74,445",371,36.73%,,,,"$23,158","$44,052","$4,654","$5,487",$0,"$11,885",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/20/25,10/26/25,"$169,925.57","166,699.39","$103,825","-$10,746.29"," $ 93,078.84 "," $ 10,516.78 ","11,693.66","111,282",54.60%,#REF!," $ 8,321.97 ",,,,,,"27,987",25.15%,,,,"10,332","20,862",,"$1,402.92","32,770",29.45%,35.21%,26.96%,24000.00,342.53%,"3,373","1,192",,,,,,"2,181","145,229",66.59,"$82,355.12","-$10,746",618,28.34%,1324,"$89,472",408,30.82%,,,,"$53,869.74","$50,075.01","$7,954.39","$4,942.86","$18,421.00","-$6,281",857,"$55,758",210,24.50%,,,,"$28,485","$31,095","$5,241","$5,496","$9,276","-$4,466",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/13/25,10/19/25,"173,564.27","171,767.80","$82,390","$13,680.81"," $ 96,070.52 "," $ 12,756.44 ","11,867.92","116,826",56.54%,#REF!," $ 6,020.61 ",,,,,,"29,180",24.98%,,,,"11,532","23,633",,"$1,646.52","36,870",31.56%,38.38%,35.42%,24000.00,342.53%,"3,373","1,079",,,,,,"2,294","148,502",64.74,"$59,124.29","$13,681",583,25.41%,1357,"$88,178",349,25.72%,,,,"$36,626.56","$46,567.46","$8,214.80","$5,995.47",$0.00,"$9,073",937,"$60,325",234,24.97%,,,,"$22,498","$32,567","$6,098","$5,578",$0,"$4,607",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P11,10/6/25,10/12/25,"173,977.29","172,629.78","$107,883","-$8,233.44"," $ 99,649.65 "," $ 11,502.03 ","10,710.67","118,030",53.70%,#REF!," $ 12,268.12 ",,,,,,"29,222",24.76%,,,,"9,276","22,907",,"$1,128.90","34,160",28.94%,34.28%,27.09%,24000.00,342.53%,"3,373",981,,,,,,"2,392","150,670",62.99,"$85,923.52","-$8,233",509,21.28%,1429,"$91,066",316,22.11%,,,,"$56,193.30","$46,678.78","$8,585.78","$5,405.90","$16,087.90","-$6,740",963,"$59,604",193,20.04%,,,,"$29,730","$31,301","$5,948","$5,034","$6,162","-$1,493",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/29/25,10/5/25,157473.44,155804.5,"$75,590","$11,394.16"," $ 86,983.73 "," $ 12,154.53 ","10,311.17","105,868",57.38%,#REF!," $ 2,238.23 ",,,,,,"25,519",24.10%,,,,"9,622","23,452",,"$1,049.77","35,226",33.27%,40.50%,33.76%,24000.00,342.53%,"3,111",938,,,,,,"2,173","137,223",63.15,"$57,008.09","$11,394",528,24.30%,1390,"$87,696",346,24.89%,,,,"$38,397.23","$45,451.70","$8,868.40","$5,712.58",$0.00,"$8,145",783,"$49,527",182,23.24%,,,,"$18,611","$26,541","$5,175","$4,846",$0,"$3,249",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/22/25,9/28/25,153246.3,152231.83,"$93,821","-$8,682.84"," $ 85,138.46 "," $ 11,618.41 ","10,527.27","103,861",57.03%,#REF!," $ 1,901.60 ",,,,,,"24,824",23.90%,,,,"9,622","22,810",,"$1,147.71","34,412",33.13%,40.42%,26.46%,24000.00,342.53%,"3,095",919,,,,,,"2,176","133,451",61.33,"$75,040.05","-$8,683",470,21.60%,1365,"$84,307",318,23.30%,,,,"$52,034.36","$43,519.74","$8,684.80","$5,460.61","$14,849.21","-$7,235",811,"$49,144",152,18.74%,,,,"$23,006","$25,757","$5,144","$4,948","$4,235","-$1,448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
